Distance_km,Travel_Time_min,Avg_Speed_kmh,Traffic_Level,Vehicle_Type,Fuel_Type,CO2_Emission_kg
8.1,16.2,30,High,Hatchback,Diesel,1.53
23.7,53.5,26.6,High,Sedan,Petrol,5.67
24.8,34.4,43.2,Moderate,Motorcycle,Petrol,2.37
8.1,24.7,19.7,High,Hatchback,Diesel,1.56
6.9,16.8,24.7,High,Hatchback,Petrol,1.63
6.7,11,36.6,Moderate,Hatchback,Diesel,1.05
4.2,5.7,44.5,Moderate,Sedan,Petrol,0.91
15.5,49.5,18.8,High,Hatchback,Petrol,3.45
31.3,37.3,50.3,Low,Motorcycle,Petrol,2.95
12.4,37,20.1,High,Hatchback,Petrol,2.72
16.3,54,18.1,High,Hatchback,Petrol,3.89
9.1,20.6,26.5,High,Hatchback,Petrol,1.99
55.5,170.8,19.5,High,Sedan,Petrol,14.92
28.2,37.8,44.8,Moderate,Hatchback,Petrol,5
2.6,4.4,35.3,Moderate,Motorcycle,Petrol,0.27
5.6,7.7,43.8,Moderate,SUV,Petrol,1.66
15.7,23,40.9,Moderate,SUV,Petrol,4.47
7.5,8.3,54,Low,Sedan,Petrol,1.45
30.2,43.9,41.3,Moderate,Sedan,Diesel,5.84
13.4,20.1,40,Moderate,SUV,Petrol,3.82
33.7,45.9,44.1,Moderate,SUV,Petrol,9.5
13.3,34.2,23.3,High,Hatchback,Petrol,3.05
29.9,36.8,48.8,Low,SUV,Petrol,7.42
12.9,19.6,39.5,Moderate,SUV,Diesel,3.2
39.8,50.6,47.2,Low,Sedan,Petrol,7.86
7.5,14.3,31.5,Moderate,Sedan,Diesel,1.5
10,13.1,45.9,Low,Hatchback,Petrol,1.67
19.7,23.2,50.9,Low,SUV,Petrol,4.93
9.8,28.1,20.9,High,SUV,Petrol,3.5
7.6,13.9,32.7,Moderate,Hatchback,Petrol,1.47
15.4,16.7,55.3,Low,Motorcycle,Petrol,1.42
2,7.4,16.2,High,Motorcycle,Petrol,0.25
3.3,6.4,30.7,Moderate,SUV,Petrol,0.95
18.8,59.4,19,High,Motorcycle,Petrol,2.44
4.4,6.6,40,Moderate,Hatchback,Petrol,0.75
24.5,78.2,18.8,High,Hatchback,Petrol,5.57
10.6,16,39.7,Moderate,Sedan,Petrol,2.33
10.7,13.7,46.8,Low,Hatchback,Petrol,1.73
12.6,25.9,29.2,High,Sedan,Petrol,3.02
2.5,4.2,35.9,Moderate,Sedan,Diesel,0.49
7,11.8,35.5,Moderate,Sedan,Diesel,1.42
7,21.2,19.8,High,Sedan,Diesel,1.67
16,16.1,59.6,Low,SUV,Diesel,3.6
16.3,33.6,29.1,High,Sedan,Petrol,4.21
3.7,4.9,45.1,Low,Hatchback,Petrol,0.58
4.1,14,17.6,High,SUV,Diesel,1.23
9.6,16.4,35.1,Moderate,Sedan,Petrol,2.15
18,66.3,16.3,High,Sedan,Petrol,4.84
8.8,8.8,59.8,Low,Hatchback,Petrol,1.45
10.9,37.2,17.6,High,Hatchback,Petrol,2.44
8.1,8.2,59.2,Low,Motorcycle,Petrol,0.73
55.3,650.6,5.1,Severe,Motorcycle,Petrol,9.03
7.6,8.1,56.6,Low,Sedan,Petrol,1.47
5.2,7.4,42.4,Moderate,Sedan,Petrol,1.04
2.9,5.5,31.6,Moderate,Sedan,Diesel,0.6
33.1,141.9,14,Severe,Motorcycle,Petrol,5.62
4.7,28.8,9.8,Severe,SUV,Petrol,2.12
10.1,16.7,36.2,Moderate,Sedan,Petrol,2.33
21.5,38.5,33.5,Moderate,Motorcycle,Petrol,2.31
6.6,7.6,52,Low,Motorcycle,Petrol,0.58
5.6,8.7,38.7,Moderate,Sedan,Diesel,1.12
23.3,67.9,20.6,High,Hatchback,Diesel,4.47
19.7,47.7,24.8,High,SUV,Petrol,7.19
18.8,28.4,39.7,Moderate,Hatchback,Petrol,3.52
7.2,17.8,24.3,High,Motorcycle,Petrol,0.95
12.2,18.4,39.8,Moderate,Sedan,Petrol,2.63
10.8,11.9,54.6,Low,Sedan,Diesel,1.81
18.6,26.8,41.7,Moderate,SUV,Petrol,5.12
16.8,22.6,44.6,Moderate,Motorcycle,Petrol,1.58
7.9,13.6,34.8,Moderate,SUV,Petrol,2.27
33.6,34.2,59,Low,Sedan,Petrol,6.12
12.6,17.9,42.2,Moderate,Hatchback,Petrol,2.2
10,16.4,36.6,Moderate,Sedan,Diesel,2.05
3.2,25.3,7.6,Severe,SUV,Petrol,1.45
27.4,54.3,30.3,Moderate,Sedan,Petrol,5.79
11.4,16.7,40.9,Moderate,Sedan,Petrol,2.43
15.8,26.1,36.3,Moderate,Hatchback,Diesel,2.44
4.1,11.9,20.7,High,Sedan,Diesel,0.97
22.8,42.8,32,Moderate,SUV,Diesel,6.03
5.2,9.2,33.8,Moderate,Hatchback,Petrol,1
9.4,16.1,35.1,Moderate,Hatchback,Diesel,1.49
26,53.6,29.1,High,Hatchback,Petrol,5.22
5.7,8.5,40.3,Moderate,Hatchback,Petrol,0.99
10.3,31.1,19.9,High,Sedan,Petrol,2.92
4.7,9.2,30.7,Moderate,Sedan,Petrol,1.03
3.8,13.6,16.8,High,Sedan,Petrol,1.04
4.8,8.8,32.6,Moderate,Motorcycle,Petrol,0.51
25.4,34.4,44.3,Moderate,SUV,Petrol,7.18
3.5,6.2,33.7,Moderate,Hatchback,Petrol,0.67
2.9,5.5,31.5,Moderate,SUV,Diesel,0.7
7.4,13.3,33.3,Moderate,Sedan,Diesel,1.39
6.6,21.4,18.5,High,SUV,Petrol,2.41
52.8,186.4,17,High,Sedan,Petrol,14.34
11.1,16.8,39.7,Moderate,Motorcycle,Petrol,1.12
20.1,30,40.2,Moderate,Hatchback,Petrol,3.68
9.3,11.6,47.9,Low,SUV,Diesel,2.1
11.6,22.7,30.7,Moderate,Sedan,Diesel,2.3
13.3,51.5,15.5,High,SUV,Petrol,4.93
8.6,22.1,23.3,High,Motorcycle,Petrol,1.12
23.6,71.5,19.8,High,Hatchback,Petrol,5.69
13.7,20.5,40,Moderate,Hatchback,Petrol,2.42
7.6,9.1,50,Low,Hatchback,Petrol,1.22
6.2,11.5,32.4,Moderate,SUV,Diesel,1.52
35,45.6,46.1,Low,Motorcycle,Petrol,3.16
26.4,54.4,29.1,High,Hatchback,Diesel,4.84
25.9,31.7,49,Low,Hatchback,Diesel,3.47
15.6,22,42.6,Moderate,SUV,Petrol,4.57
11.7,29.4,23.9,High,SUV,Diesel,3.76
4.7,15.2,18.6,High,Sedan,Diesel,1.14
17.7,46,23.1,High,Sedan,Petrol,4.75
10.5,11.1,56.6,Low,Hatchback,Petrol,1.66
13.5,47.1,17.2,High,Sedan,Petrol,3.65
6.1,12.9,28.3,High,Hatchback,Petrol,1.26
48.9,96.8,30.3,Moderate,Sedan,Petrol,10.29
16,32.3,29.7,High,Motorcycle,Petrol,1.96
24.5,38.2,38.5,Moderate,Sedan,Petrol,5.13
17.8,26.6,40.2,Moderate,SUV,Petrol,5.27
21.2,21.5,59.3,Low,Motorcycle,Petrol,1.9
4.2,12.9,19.5,High,SUV,Petrol,1.53
28.6,35.9,47.8,Low,Motorcycle,Petrol,2.58
7.9,16,29.7,High,Sedan,Petrol,1.88
7.1,8.2,51.9,Low,Hatchback,Petrol,1.14
34.5,69.2,29.9,High,Sedan,Diesel,7.82
13.3,57,14,Severe,SUV,Diesel,5.26
7.5,10.6,42.3,Moderate,SUV,Petrol,2.11
11.1,32.2,20.7,High,Hatchback,Diesel,2.19
16.8,40,25.2,High,Hatchback,Diesel,3.04
10.4,28.8,21.7,High,Hatchback,Diesel,2.15
9.5,25.8,22.1,High,Sedan,Petrol,2.54
12.9,17.5,44.3,Moderate,Motorcycle,Petrol,1.33
13.3,15.1,53,Low,Hatchback,Petrol,2.2
10.4,29.3,21.3,High,Hatchback,Petrol,2.42
15,31.8,28.3,High,Hatchback,Diesel,2.66
8.2,11.4,43.1,Moderate,Sedan,Petrol,1.76
6.4,21.6,17.8,High,Sedan,Petrol,1.72
7.8,13.4,35,Moderate,Sedan,Petrol,1.69
10.2,48.6,12.6,Severe,Hatchback,Diesel,2.58
5.2,13.7,22.7,High,Hatchback,Petrol,1.14
4.1,12.2,20.1,High,Hatchback,Petrol,0.95
6.7,13.6,29.6,High,Hatchback,Petrol,1.38
7.6,13.1,34.9,Moderate,SUV,Petrol,2.21
6.8,12.9,31.6,Moderate,Hatchback,Petrol,1.24
6.3,8.8,43.1,Moderate,SUV,Petrol,1.81
6.6,33.8,11.7,Severe,Hatchback,Diesel,1.62
7.3,9.9,44.4,Moderate,Sedan,Petrol,1.53
30.7,45.5,40.5,Moderate,Sedan,Diesel,5.57
4.1,16.4,15,High,Sedan,Petrol,1.08
4.1,10.4,23.6,High,Hatchback,Petrol,0.95
42.6,63.1,40.5,Moderate,Sedan,Petrol,9.1
5.1,12,25.5,High,Sedan,Petrol,1.27
7.8,15.2,30.8,Moderate,Hatchback,Petrol,1.46
11.6,12.6,55.4,Low,SUV,Diesel,2.59
4.6,16.2,17,High,Sedan,Petrol,1.28
10.6,42.7,14.9,Severe,Sedan,Diesel,3.41
15.4,98.3,9.4,Severe,Sedan,Petrol,5.5
3.4,6.1,33.4,Moderate,Sedan,Petrol,0.77
6.2,18.4,20.2,High,Motorcycle,Petrol,0.77
17.6,127.2,8.3,Severe,SUV,Petrol,8.55
10.6,33,19.3,High,Hatchback,Petrol,2.54
19.9,54.3,22,High,SUV,Petrol,7.74
3,10,18,High,Sedan,Petrol,0.8
16.3,155.2,6.3,Severe,SUV,Petrol,7.59
18.5,26.1,42.5,Moderate,Hatchback,Petrol,3.31
7.2,34.6,12.5,Severe,Motorcycle,Petrol,1.14
14,16.4,51.1,Low,Hatchback,Diesel,1.99
18.1,34.6,31.4,Moderate,SUV,Diesel,4.49
17.3,76.9,13.5,Severe,Hatchback,Petrol,4.87
6.1,6.5,56,Low,SUV,Petrol,1.56
7.1,15.6,27.3,High,Motorcycle,Petrol,0.82
11.5,15.2,45.5,Low,Hatchback,Diesel,1.59
23.6,49.9,28.4,High,Motorcycle,Petrol,2.93
10,15.8,38,Moderate,Sedan,Petrol,2.27
4.1,8.1,30.5,Moderate,Hatchback,Petrol,0.79
40.6,55,44.3,Moderate,Sedan,Petrol,8.56
8.2,11.4,43.2,Moderate,Sedan,Diesel,1.5
15.8,16.3,58.1,Low,SUV,Petrol,4.3
32.6,391.2,5,Severe,Sedan,Diesel,9.67
10,39.5,15.2,High,Hatchback,Diesel,1.99
8.5,10,51.2,Low,SUV,Petrol,2.17
16.1,178.9,5.4,Severe,Hatchback,Petrol,4.62
18.7,43.7,25.7,High,Hatchback,Petrol,3.8
2.1,3.1,40.4,Moderate,Sedan,Diesel,0.41
27,62.1,26.1,High,Hatchback,Diesel,4.88
7.4,16,27.7,High,Motorcycle,Petrol,0.84
8.7,16.5,31.6,Moderate,SUV,Petrol,2.63
19.2,60.6,19,High,SUV,Petrol,7.02
3.1,4.8,38.9,Moderate,Hatchback,Petrol,0.55
17.7,23.4,45.4,Low,Hatchback,Petrol,2.96
7.3,8,54.9,Low,Hatchback,Petrol,1.21
17.1,30.6,33.5,Moderate,Hatchback,Petrol,3.12
14.8,22.9,38.8,Moderate,Motorcycle,Petrol,1.57
7.9,24.6,19.3,High,Motorcycle,Petrol,1.03
56.5,154.8,21.9,High,Motorcycle,Petrol,7.1
4.2,8.4,30,Moderate,Sedan,Petrol,0.91
23.6,27.1,52.3,Low,Hatchback,Petrol,3.95
8.7,11.3,46,Low,SUV,Diesel,1.86
3.2,4.9,39,Moderate,Sedan,Petrol,0.7
15.4,36.4,25.4,High,Hatchback,Petrol,3.09
6.8,6.8,59.9,Low,Motorcycle,Petrol,0.63
7.8,8.9,52.5,Low,Motorcycle,Petrol,0.68
4.7,32,8.8,Severe,Sedan,Petrol,1.63
19.2,73.8,15.6,High,SUV,Petrol,7.02
4.5,39.1,6.9,Severe,Motorcycle,Petrol,0.72
5.5,6,55,Low,Sedan,Petrol,1.07
30.5,53.5,34.2,Moderate,Motorcycle,Petrol,3.23
11.9,32.6,21.9,High,Hatchback,Diesel,2.48
18.1,38.8,28,High,Hatchback,Petrol,3.8
25.5,58.8,26,High,SUV,Petrol,8.56
15.8,47.2,20.1,High,Sedan,Petrol,4.13
11.9,32.2,22.2,High,Hatchback,Diesel,2.44
5.9,8.2,43.1,Moderate,Hatchback,Petrol,1.07
13,40.4,19.3,High,SUV,Diesel,3.97
12.7,21.5,35.5,Moderate,Sedan,Diesel,2.38
13.8,14.4,57.6,Low,Sedan,Diesel,2.45
3.4,8.1,25.2,High,Hatchback,Diesel,0.64
7,16,26.2,High,Hatchback,Diesel,1.27
11.8,22.8,31.1,Moderate,Sedan,Petrol,2.57
10.3,26.3,23.5,High,Hatchback,Petrol,2.32
5.9,9.7,36.4,Moderate,Hatchback,Diesel,0.99
3.6,14,15.4,High,Hatchback,Diesel,0.74
5.3,5.3,59.8,Low,Hatchback,Petrol,0.86
31.5,85.1,22.2,High,Hatchback,Diesel,6.47
3,9,20,High,SUV,Petrol,1.09
29.3,85.8,20.5,High,SUV,Diesel,9.5
9.9,10.3,57.9,Low,Sedan,Petrol,1.84
10.6,16.1,39.4,Moderate,Hatchback,Petrol,1.96
18.7,18.8,59.7,Low,SUV,Petrol,4.66
2.6,3.3,47,Low,Motorcycle,Petrol,0.24
10.1,15.3,39.6,Moderate,Motorcycle,Petrol,1.01
14.8,35.8,24.8,High,Hatchback,Petrol,3.26
9.8,27.2,21.6,High,SUV,Diesel,3.17
33.8,44.6,45.5,Low,Sedan,Petrol,6.56
2.5,4.7,32,Moderate,Hatchback,Petrol,0.48
12.1,14.5,50.2,Low,SUV,Petrol,3.1
14.6,24.5,35.8,Moderate,Hatchback,Petrol,2.82
2.9,3.3,52.8,Low,Hatchback,Petrol,0.46
11.2,23.2,29,High,Sedan,Diesel,2.39
15.4,15.5,59.5,Low,Hatchback,Petrol,2.52
7.8,24.9,18.8,High,SUV,Petrol,2.85
2.8,5.7,29.5,High,Hatchback,Petrol,0.6
19.5,36.8,31.8,Moderate,SUV,Petrol,5.86
3.2,5.5,34.8,Moderate,Hatchback,Petrol,0.58
31.2,61.8,30.3,Moderate,Sedan,Diesel,5.84
16.7,17.7,56.5,Low,Hatchback,Petrol,2.55
19.2,28.9,39.8,Moderate,Sedan,Diesel,3.9
11,23.9,27.6,High,SUV,Petrol,3.79
11.1,23.9,27.9,High,Sedan,Diesel,2.6
16.6,40.5,24.6,High,Sedan,Petrol,4.71
13.4,18.4,43.6,Moderate,Sedan,Diesel,2.45
7.7,26.9,17.2,High,Sedan,Petrol,2.1
17.1,36.9,27.8,High,SUV,Diesel,4.96
20.6,21.9,56.5,Low,Sedan,Diesel,3.57
18.2,19.5,56,Low,Sedan,Petrol,3.46
14.6,29,30.2,Moderate,Hatchback,Diesel,2.27
47.6,116.6,24.5,High,Hatchback,Diesel,9.95
8.1,51.2,9.5,Severe,Hatchback,Petrol,2.39
13.9,40.1,20.8,High,Hatchback,Petrol,3.3
28.8,140.5,12.3,Severe,SUV,Petrol,14.04
9.1,12.7,43,Moderate,Motorcycle,Petrol,0.89
2.7,15.4,10.5,Severe,Hatchback,Petrol,0.75
16.6,33.2,30,High,Hatchback,Petrol,3.58
6.2,8.8,42.1,Moderate,Hatchback,Petrol,1.11
5.1,12.4,24.6,High,Sedan,Petrol,1.42
6.2,8.2,45.6,Low,SUV,Petrol,1.63
10.4,35.1,17.8,High,Hatchback,Diesel,2.15
25.3,174.5,8.7,Severe,Sedan,Petrol,8.97
17.5,37.9,27.7,High,Hatchback,Petrol,3.64
7.6,11,41.3,Moderate,Sedan,Diesel,1.41
2.9,10.5,16.6,High,Motorcycle,Petrol,0.37
23.2,40.9,34,Moderate,Hatchback,Petrol,4.48
4.2,9.9,25.4,High,Motorcycle,Petrol,0.51
4.7,5.1,55.4,Low,SUV,Petrol,1.18
16.4,16.9,58.1,Low,Hatchback,Petrol,2.66
11.3,13.6,49.8,Low,SUV,Petrol,2.96
3.6,6.5,33.2,Moderate,Sedan,Petrol,0.79
5.2,23.1,13.5,Severe,SUV,Petrol,2.35
4.1,8.3,29.7,High,Hatchback,Petrol,0.83
2.8,3.2,53.2,Low,SUV,Diesel,0.6
18.6,22.9,48.7,Low,Hatchback,Diesel,2.6
23.9,25.4,56.5,Low,Hatchback,Diesel,3.19
14.9,21.2,42.1,Moderate,Hatchback,Diesel,2.27
15,25.9,34.7,Moderate,Motorcycle,Petrol,1.49
6.7,15.7,25.6,High,Motorcycle,Petrol,0.81
7.2,9.1,47.5,Low,Sedan,Diesel,1.22
2.1,3.2,39.7,Moderate,Motorcycle,Petrol,0.21
10.2,26.8,22.8,High,Hatchback,Diesel,2.02
3.1,3.5,53,Low,Hatchback,Petrol,0.51
33.1,69.7,28.5,High,SUV,Diesel,9.51
3.5,13.1,16,High,Hatchback,Petrol,0.79
2.7,8.3,19.6,High,Hatchback,Diesel,0.53
14.4,20.8,41.6,Moderate,Sedan,Petrol,3.11
14.4,21,41.1,Moderate,Sedan,Petrol,3.09
7.7,26.1,17.7,High,Sedan,Petrol,2.06
16.4,23.5,41.9,Moderate,Hatchback,Petrol,2.86
37,37.2,59.6,Low,Motorcycle,Petrol,3.2
27.4,60.2,27.3,High,Motorcycle,Petrol,3.21
5,10.7,28.1,High,Sedan,Petrol,1.25
4.5,9.7,27.7,High,Hatchback,Petrol,0.95
13.3,27.8,28.7,High,Sedan,Petrol,3.25
7.5,19.3,23.3,High,Hatchback,Diesel,1.46
9.8,53.5,11,Severe,Hatchback,Petrol,2.77
13.9,15.4,54.1,Low,Sedan,Petrol,2.57
17.1,32.9,31.2,Moderate,SUV,Petrol,5.12
16,85.7,11.2,Severe,SUV,Diesel,6.51
19.4,25.4,45.9,Low,SUV,Petrol,4.91
58.2,100.3,34.8,Moderate,Hatchback,Petrol,10.87
12.5,24,31.3,Moderate,Hatchback,Diesel,2.03
7.2,16.9,25.6,High,Hatchback,Petrol,1.51
23.3,89,15.7,High,Hatchback,Petrol,5.45
18,29.7,36.4,Moderate,Sedan,Petrol,3.75
11.9,32,22.3,High,Motorcycle,Petrol,1.56
25.8,32,48.3,Low,Motorcycle,Petrol,2.25
36.7,45.1,48.8,Low,Hatchback,Diesel,5.27
5.5,8.4,39.2,Moderate,Sedan,Diesel,1.1
17.7,61.4,17.3,High,SUV,Diesel,5.55
10.8,16,40.4,Moderate,SUV,Diesel,2.61
5.1,7,43.7,Moderate,Hatchback,Petrol,0.88
5,5.4,55.9,Low,Hatchback,Diesel,0.68
6.1,8.6,42.7,Moderate,Hatchback,Petrol,1.12
26.7,38.1,42.1,Moderate,Sedan,Petrol,5.51
3.1,4.1,45,Moderate,SUV,Petrol,0.85
4.2,9.4,26.7,High,Sedan,Diesel,0.93
8.5,17.3,29.5,High,Hatchback,Petrol,1.81
13.9,20.1,41.4,Moderate,Hatchback,Diesel,2.04
15.8,75.2,12.6,Severe,Motorcycle,Petrol,2.51
7,11.7,36,Moderate,Hatchback,Diesel,1.1
6.6,11.3,35,Moderate,Motorcycle,Petrol,0.69
6,20,18,High,SUV,Diesel,1.96
9.6,26.2,22,High,SUV,Diesel,2.93
4.2,6.6,38.1,Moderate,Motorcycle,Petrol,0.42
26.8,79.2,20.3,High,SUV,Petrol,10.17
12.7,13.3,57.3,Low,Sedan,Diesel,2.25
4.5,6.3,42.7,Moderate,SUV,Petrol,1.3
41.5,94,26.5,High,Hatchback,Petrol,8.74
18.9,38.6,29.4,High,Sedan,Petrol,4.81
9.1,18.8,29.1,High,Hatchback,Petrol,1.9
11.1,18.1,36.8,Moderate,Sedan,Diesel,2.09
21.8,75.2,17.4,High,SUV,Petrol,8.5
23.5,37.7,37.4,Moderate,Hatchback,Petrol,4.4
2.6,9.3,16.8,High,Sedan,Diesel,0.65
4.5,12.9,21,High,SUV,Petrol,1.69
14.8,132.5,6.7,Severe,SUV,Petrol,6.75
19.7,69.9,16.9,High,Sedan,Diesel,5
14.4,90,9.6,Severe,Hatchback,Petrol,4.23
15.7,29.3,32.1,Moderate,Sedan,Petrol,3.33
59.9,116.7,30.8,Moderate,Motorcycle,Petrol,6.4
8.1,13.3,36.6,Moderate,Hatchback,Petrol,1.57
18.7,38,29.5,High,Hatchback,Petrol,4.12
34.2,48.4,42.4,Moderate,Hatchback,Petrol,6.19
46.3,53.6,51.8,Low,SUV,Diesel,10.29
21.8,22.7,57.7,Low,Motorcycle,Petrol,1.92
3.6,6.3,34.4,Moderate,Hatchback,Diesel,0.6
41.1,94.5,26.1,High,SUV,Petrol,14.35
3.3,16.5,12,Severe,Sedan,Diesel,1.03
6.7,14.5,27.7,High,SUV,Diesel,1.93
7.6,12.9,35.4,Moderate,Sedan,Diesel,1.47
2.3,5.1,27,High,Hatchback,Petrol,0.48
22.9,37,37.1,Moderate,Sedan,Diesel,4.71
6,9.1,39.5,Moderate,SUV,Diesel,1.5
6.6,25.5,15.5,High,Sedan,Diesel,1.65
18.6,47.5,23.5,High,Sedan,Petrol,5.19
3.1,23.5,7.9,Severe,Sedan,Diesel,0.98
8.6,15.2,33.9,Moderate,Hatchback,Diesel,1.41
6.8,9.4,43.5,Moderate,Hatchback,Petrol,1.16
18.7,19,59,Low,Hatchback,Petrol,3.02
15.9,39.9,23.9,High,SUV,Petrol,5.86
7.3,14.8,29.6,High,Sedan,Diesel,1.63
5.5,58.9,5.6,Severe,Sedan,Petrol,1.81
4.5,50.9,5.3,Severe,Motorcycle,Petrol,0.72
41.8,82.8,30.3,Moderate,SUV,Diesel,10.22
24.1,157.2,9.2,Severe,Motorcycle,Petrol,3.93
2.8,10,16.8,High,Motorcycle,Petrol,0.35
7.1,17.5,24.3,High,Sedan,Diesel,1.73
11.1,14.8,44.9,Moderate,Motorcycle,Petrol,1.13
8.9,15.5,34.4,Moderate,Sedan,Petrol,2.04
10.2,29.9,20.5,High,Sedan,Petrol,2.7
9.2,39.7,13.9,Severe,Motorcycle,Petrol,1.49
11.1,11.4,58.4,Low,SUV,Petrol,2.96
5.1,8.9,34.5,Moderate,Sedan,Diesel,1.02
27.4,36.5,45,Low,Sedan,Petrol,5.01
3.6,7.3,29.6,High,Hatchback,Petrol,0.78
5.5,6.7,49.6,Low,Motorcycle,Petrol,0.5
15.6,70.9,13.2,Severe,Sedan,Diesel,4.71
10.4,16.3,38.3,Moderate,SUV,Petrol,3.27
5.2,17.9,17.4,High,Hatchback,Diesel,1.09
14.5,29.7,29.3,High,Hatchback,Petrol,3.09
3.6,4.8,45,Low,Sedan,Diesel,0.59
8.2,12.2,40.3,Moderate,Sedan,Diesel,1.51
6.1,14.6,25.1,High,Motorcycle,Petrol,0.71
20.6,69.4,17.8,High,Hatchback,Petrol,4.52
16.8,22.5,44.8,Moderate,Hatchback,Diesel,2.6
14.8,36.8,24.1,High,SUV,Petrol,5.36
5.6,10.8,31.2,Moderate,Hatchback,Diesel,0.93
7.1,12.1,35.3,Moderate,SUV,Petrol,2.14
21.2,21.3,59.6,Low,SUV,Petrol,5.6
20.2,26.3,46.1,Low,Hatchback,Diesel,2.89
9,9.1,59.5,Low,Sedan,Petrol,1.75
8.8,82.5,6.4,Severe,Hatchback,Petrol,2.66
7.8,13.4,34.9,Moderate,Hatchback,Diesel,1.29
4.6,8.8,31.2,Moderate,Hatchback,Diesel,0.76
16.9,43.1,23.5,High,Sedan,Petrol,4.77
16.6,21.1,47.2,Low,Hatchback,Petrol,2.64
9.1,12.3,44.5,Moderate,Hatchback,Diesel,1.34
4.7,9.7,29,High,Sedan,Petrol,1.13
26.2,80.6,19.5,High,Hatchback,Diesel,5.35
2.5,8.2,18.3,High,SUV,Petrol,0.93
25.1,33.6,44.8,Moderate,SUV,Diesel,5.88
16.5,143.5,6.9,Severe,Sedan,Petrol,5.53
9.1,10.4,52.6,Low,SUV,Petrol,2.39
9.9,13.2,44.9,Moderate,SUV,Diesel,2.28
13.7,28.7,28.6,High,SUV,Petrol,4.69
6.3,10.8,35,Moderate,Sedan,Petrol,1.32
11.9,16.3,43.9,Moderate,Motorcycle,Petrol,1.22
2.6,18.4,8.5,Severe,Sedan,Diesel,0.8
33.1,56.7,35,Moderate,Sedan,Petrol,7.42
11.7,20.8,33.7,Moderate,Hatchback,Petrol,2.16
4.4,7,37.9,Moderate,Motorcycle,Petrol,0.47
10.6,10.9,58.4,Low,Sedan,Petrol,2.01
4.5,4.9,54.7,Low,SUV,Petrol,1.15
5.9,11.9,29.8,High,Hatchback,Petrol,1.3
22.1,42.9,30.9,Moderate,Hatchback,Petrol,4.23
2.1,2.7,46,Low,Sedan,Diesel,0.35
5.7,8.5,40.2,Moderate,SUV,Diesel,1.36
16.2,34.2,28.4,High,Motorcycle,Petrol,1.82
14.3,36.5,23.5,High,Hatchback,Diesel,2.87
19.7,98.5,12,Severe,Hatchback,Diesel,4.97
10.8,21.5,30.2,Moderate,Sedan,Petrol,2.32
14.5,34,25.6,High,Hatchback,Petrol,3.05
26.6,142.5,11.2,Severe,Hatchback,Petrol,7.84
16.3,21.1,46.4,Low,Hatchback,Diesel,2.36
34.6,121.4,17.1,High,Motorcycle,Petrol,4.42
12.2,25.6,28.6,High,Hatchback,Petrol,2.64
2.9,6,29.2,High,Sedan,Petrol,0.75
27.1,56.7,28.7,High,Sedan,Petrol,6.75
10,25.3,23.7,High,Motorcycle,Petrol,1.33
6,57.1,6.3,Severe,Sedan,Diesel,1.85
5,33.3,9,Severe,Hatchback,Petrol,1.41
30.9,44.1,42,Moderate,Sedan,Diesel,5.9
18.5,26.3,42.2,Moderate,Sedan,Petrol,3.81
7.4,11,40.4,Moderate,Sedan,Petrol,1.62
27.9,87.2,19.2,High,Hatchback,Diesel,5.8
16,19.4,49.6,Low,Hatchback,Petrol,2.48
9.7,15.3,38.1,Moderate,Hatchback,Diesel,1.56
6.2,9.8,37.9,Moderate,SUV,Diesel,1.6
5.6,9.3,36.3,Moderate,Motorcycle,Petrol,0.6
3,7.1,25.4,High,Hatchback,Petrol,0.6
18,31,34.8,Moderate,Sedan,Diesel,3.4
4.7,10,28.1,High,Hatchback,Diesel,0.87
10.3,14.8,41.8,Moderate,Hatchback,Diesel,1.61
29.5,39.8,44.5,Moderate,Hatchback,Petrol,5.18
9.4,10.8,52.1,Low,Motorcycle,Petrol,0.85
3.5,10.3,20.4,High,Sedan,Petrol,0.91
8.3,75.5,6.6,Severe,Motorcycle,Petrol,1.3
16.3,28.1,34.8,Moderate,Motorcycle,Petrol,1.68
31.4,103.5,18.2,High,Hatchback,Petrol,6.96
3.5,4.6,46.1,Low,Sedan,Diesel,0.59
13.8,18,45.9,Low,SUV,Diesel,3.1
14.2,39.1,21.8,High,Hatchback,Petrol,3.11
19.9,97.1,12.3,Severe,Hatchback,Diesel,5.3
3.4,6.8,30,Moderate,SUV,Petrol,1.06
7,15.8,26.5,High,Hatchback,Petrol,1.43
11.3,17.5,38.7,Moderate,Hatchback,Petrol,2.14
31.9,123.5,15.5,High,Sedan,Petrol,8.93
9.6,17.1,33.7,Moderate,Hatchback,Diesel,1.49
46.7,55.4,50.6,Low,Sedan,Petrol,8.94
6.2,11.9,31.2,Moderate,Hatchback,Diesel,0.98
2.3,4.8,28.5,High,Hatchback,Diesel,0.4
11.7,13.5,52,Low,Sedan,Diesel,2.06
28.5,76.7,22.3,High,Hatchback,Petrol,6.49
8.2,41.3,11.9,Severe,Sedan,Diesel,2.51
6,22.6,15.9,High,Hatchback,Diesel,1.15
7.5,10.2,44.2,Moderate,Sedan,Petrol,1.64
5.7,10.1,34,Moderate,SUV,Diesel,1.43
3.5,5.2,40.2,Moderate,Hatchback,Petrol,0.59
33.9,95.5,21.3,High,Hatchback,Diesel,6.7
5.7,8.6,39.9,Moderate,Sedan,Petrol,1.2
